Energy_(eV)	counts
9548.342876034836	0.0016072654394162118
9548.589376953823	0.0014544202500286984
9548.835884733058	0.0014852728714535503
9549.0823993297	0.001362918216458625
9549.328920701342	0.001851394011346
9549.575448806007	0.0016379898858020422
9549.821983602145	0.0018211899568308652
9550.068525048633	0.0016072654406532195
9550.315073104748	0.0013320958448229407
9550.561627730189	0.0018516126648478138
9550.80818888505	0.0019120664454437119
9551.054756529824	0.0021567301024230517
9551.301330625394	0.0021265032906750995
9551.54791113303	0.0021264128876697843
9551.794498014382	0.001882156066480505
9552.04109123148	0.0020348730808289967
9552.28769074672	0.001881816778739324
9552.534296522866	0.002218307046532953
9552.780908523035	0.0017296653540531625
9553.02752671071	0.0024013939165023848
9553.274151049713	0.002737197938128176
9553.520781504229	0.0021877786819672913
9553.76741803877	0.002156797883029402
9554.01406061819	0.0020350767541661412
9554.260709207674	0.00224890320531205
9554.507363772738	0.002890088362417558
9554.754024279224	0.002523567527981178
9555.000690693281	0.0030122619738963516
9555.247362981389	0.003256941107080496
9555.494041110329	0.0028597335463376628
9555.740725047195	0.00264559803002557
9555.987414759384	0.003347990597421653
9556.234110214587	0.0036846694458200465
9556.480811380798	0.003317696006304359
9556.727518226295	0.004019839916574015
9556.97423071965	0.0037456808163487186
9557.220948829721	0.0034088135060983123
9557.467672525643	0.004295492239860963
9557.714401776828	0.004355832404999852
9557.96113655296	0.0035010018254204725
9558.207876824004	0.003898254506023448
9558.454622560183	0.004661130721569181
9558.701373731981	0.005364481169679739
9558.948130310155	0.005027983474891173
9559.194892265705	0.005517266071017253
9559.441659569893	0.0050892133702728475
9559.688432194236	0.005058194966297307
9559.93521011049	0.006463666499409274
9560.181993290666	0.006341492890404496
9560.428781707004	0.007502036974620049
9560.675575331996	0.00722859430602735
9560.922374138365	0.008051780504958235
9561.169178099064	0.008205130780718719
9561.415987187282	0.008416606965254758
9561.662801376437	0.009608318451037464
9561.909620640165	0.00960928293366266
9562.156444952334	0.010770286318880835
9562.403274287022	0.01086227140771465
9562.650108618536	0.011230217614096887
9562.89694792139	0.012539677486598505
9563.143792170307	0.013855170011194386
9563.390641340226	0.01248071686968788
9563.637495406298	0.014037978465340327
9563.884354343867	0.013794083200506959
9564.131218128492	0.01520053561896778
9564.378086735922	0.016665721811845655
9564.62496014211	0.01889157512346554
9564.871838323208	0.019785071646843254
9565.11872125555	0.018465565106100187
9565.365608915674	0.021003782164210467
9565.612501280302	0.02289757224377605
9565.859398326342	0.02310982108813503
9566.106300030886	0.02591968695558144
9566.353206371214	0.0272308431616433
9566.600117324784	0.03205903812400862
9566.847032869233	0.03511338747824576
9567.09395298238	0.03945054163579373
9567.34087764221	0.043307068726465565
9567.587806826883	0.04769969309781602
9567.83474051474	0.052095510347154365
9568.081678684275	0.05619231188181723
9568.328621314167	0.062094608834484095
9568.575568383252	0.06685864038690896
9568.822519870526	0.07281522268544034
9569.069475755152	0.07967088762436178
9569.316436016456	0.08319468412963188
9569.563400633917	0.08191278146375224
9569.810369587174	0.0897452021246306
9570.057342856024	0.09081650396218614
9570.30432042041	0.09596257325635685
9570.551302260434	0.09949508930603142
9570.798288356342	0.10302763417798816
9571.045278688543	0.10507687110075381
9571.292273237572	0.11278469118039977
9571.539271984126	0.11290500911686735
9571.786274909042	0.11656300847655286
9572.033281993297	0.11387295103442409
9572.280293218013	0.1161654841391371
9572.527308564444	0.10975053972691634
9572.774328013997	0.10497554754302413
9573.021351548203	0.09918091245244282
9573.268379148729	0.09293241362710038
