Energy_(eV)	Live_Counts
9550.0	0.0015241239396377702
9550.25	0.0018785826971306901
9550.5	0.0014566191096033801
9550.75	0.0017435813687611834
9551.0	0.0017437981330570278
9551.25	0.00165908365803844
9551.5	0.0017603908454416233
9551.75	0.001962663869366794
9552.0	0.0017265593182400473
9552.25	0.0014229667269224431
9552.5	0.002047649117776932
9552.75	0.0021149370830429773
9553.0	0.0022330621991194814
9553.25	0.002030556045499989
9553.5	0.0017605284483420654
9553.75	0.002350908141073033
9554.0	0.002114937085093436
9554.25	0.001946116655305193
9554.5	0.002097914996297061
9554.75	0.0022665354270274825
9555.0	0.0022837618365662165
9555.25	0.002351203987479857
9555.5	0.002435439146469013
9555.75	0.002874445617183077
9556.0	0.00257064053677709
9556.25	0.002637832824198761
9556.5	0.003245943087912195
9556.75	0.0028401181864205114
9557.0	0.003228679332676303
9557.25	0.0029582099791173504
9557.5	0.0029248491655853156
9557.75	0.0032111825755580495
9558.0	0.00381928816695842
9558.25	0.0039034110311817294
9558.5	0.0034813519223284325
9558.75	0.004207445242886569
9559.0	0.0038701793685572564
9559.25	0.0037180976971616085
9559.5	0.004308456557226958
9559.75	0.0043598227955468465
9560.0	0.004460584049551183
9560.25	0.0048153221670753565
9560.5	0.004747796348540448
9560.75	0.005456280298026332
9561.0	0.0054566304002674525
9561.25	0.006231978765329203
9561.5	0.00623216924615535
9561.75	0.006553650774305868
9562.0	0.006401768879151474
9562.25	0.006839666890068396
9562.5	0.008004187697956645
9562.75	0.007717792356597288
9563.0	0.009151644837153083
9563.25	0.008949776389335496
9563.5	0.009977954112592094
9563.75	0.010199269860598712
9564.0	0.011211067052990218
9564.25	0.01188686977195799
9564.5	0.013136538550649168
9564.75	0.013829555496693999
9565.0	0.013220257720462357
9565.25	0.015749808719184587
9565.5	0.014721631228313367
9565.75	0.015987234269091367
9566.0	0.0170827671443276
9566.25	0.017469994596726875
9566.5	0.018787338604081053
9566.75	0.01932852287966236
9567.0	0.02025423555400478
9567.25	0.0226700119704656
9567.5	0.023446317510393194
9567.75	0.026317107489915732
9568.0	0.03031496823229983
9568.25	0.030806119580665373
9568.5	0.034504576540360835
9568.75	0.03900912588328422
9569.0	0.04373151902047981
9569.25	0.046583598019717176
9569.5	0.0511066314322742
9569.75	0.05698296799464761
9570.0	0.06251388966566368
9570.25	0.0679024035951601
9570.5	0.07143815873500514
9570.75	0.0778844956878589
9571.0	0.08044031709485183
9571.25	0.0852849848562846
9571.5	0.08540380486683749
9571.75	0.08893184488049401
9572.0	0.0916708768003992
9572.25	0.0975017397136383
9572.5	0.10235198991863077
9572.75	0.10483945297963858
9573.0	0.11078824655092066
9573.25	0.11375925102266317
9573.5	0.11449559067929158
