0.1m ZnCl2 in capillary, redone for longer time
k beta - VTC XES
Pd X-ray tube.  At 35 kV and 2.8 mA.  Ge 555 optic. 
***************************
Energy_(eV)	theta_(deg)	source_(ustep)	detect_(ustep)	ROI_counts	total_counts	real_time	live_time	cnts_per_live	ICR_(cnts/sec)	OCR_(cnts/sec)
9.55000000E+3	8.39082055E+1	-1.30004000E+5	-9.84830000E+4	3.90000000E+1	5.32100000E+3	6.05000000E+0	6.04600000E+0	6.45054582E+0	8.23966942E+2	8.79504132E+2
9.55025000E+3	8.38949558E+1	-1.31163000E+5	-9.96450000E+4	3.50000000E+1	5.25600000E+3	6.05100000E+0	6.04700000E+0	5.78799405E+0	8.13584531E+2	8.68616758E+2
9.55050000E+3	8.38817338E+1	-1.32318000E+5	-1.00804000E+5	4.70000000E+1	5.27800000E+3	6.04900000E+0	6.04500000E+0	7.77502068E+0	8.26252273E+2	8.72540916E+2
9.55075000E+3	8.38685393E+1	-1.33472000E+5	-1.01961000E+5	3.80000000E+1	5.48500000E+3	6.05000000E+0	6.04700000E+0	6.28410782E+0	8.47768595E+2	9.06611570E+2
9.55100000E+3	8.38553722E+1	-1.34623000E+5	-1.03115000E+5	3.80000000E+1	5.33500000E+3	6.04900000E+0	6.04600000E+0	6.28514720E+0	8.25260374E+2	8.81963961E+2
9.55125000E+3	8.38422322E+1	-1.35771000E+5	-1.04266000E+5	4.30000000E+1	5.41900000E+3	6.05000000E+0	6.04700000E+0	7.11096411E+0	8.40000000E+2	8.95702479E+2
9.55150000E+3	8.38291192E+1	-1.36917000E+5	-1.05415000E+5	3.90000000E+1	5.35400000E+3	6.05200000E+0	6.04900000E+0	6.44734667E+0	8.34765367E+2	8.84666226E+2
9.55175000E+3	8.38160331E+1	-1.38060000E+5	-1.06562000E+5	4.50000000E+1	5.45000000E+3	6.05000000E+0	6.04600000E+0	7.44293748E+0	8.47933884E+2	9.00826446E+2
9.55200000E+3	8.38029737E+1	-1.39201000E+5	-1.07706000E+5	3.80000000E+1	5.44200000E+3	6.04900000E+0	6.04500000E+0	6.28618693E+0	8.44933047E+2	8.99652835E+2
9.55225000E+3	8.37899407E+1	-1.40340000E+5	-1.08848000E+5	3.30000000E+1	5.64500000E+3	6.05100000E+0	6.04800000E+0	5.45634921E+0	8.74070402E+2	9.32903652E+2
9.55250000E+3	8.37769342E+1	-1.41476000E+5	-1.09987000E+5	4.50000000E+1	5.42600000E+3	6.04900000E+0	6.04600000E+0	7.44293748E+0	8.44271780E+2	8.97007770E+2
