0.1m ZnCl2 in capillary, redone for longer time
k beta - VTC XES
Pd X-ray tube.  At 35 kV and 2.8 mA.  Ge 555 optic. 
***************************
Energy_(eV)	theta_(deg)	source_(ustep)	detect_(ustep)	ROI_counts	total_counts	real_time	live_time	cnts_per_live	ICR_(cnts/sec)	OCR_(cnts/sec)
9.55000000E+3	8.39082055E+1	-1.30004000E+5	-9.84830000E+4	3.40000000E+1	5.26000000E+3	6.04900000E+0	6.04600000E+0	5.62355276E+0	8.17821127E+2	8.69565217E+2
9.55025000E+3	8.38949558E+1	-1.31163000E+5	-9.96450000E+4	4.30000000E+1	5.34100000E+3	6.05100000E+0	6.04700000E+0	7.11096411E+0	8.30275987E+2	8.82664022E+2
9.55050000E+3	8.38817338E+1	-1.32318000E+5	-1.00804000E+5	3.70000000E+1	5.32200000E+3	6.05000000E+0	6.04700000E+0	6.11873656E+0	8.26942149E+2	8.79669421E+2
9.55075000E+3	8.38685393E+1	-1.33472000E+5	-1.01961000E+5	3.70000000E+1	5.27400000E+3	6.05000000E+0	6.04700000E+0	6.11873656E+0	8.15702479E+2	8.71735537E+2
9.55100000E+3	8.38553722E+1	-1.34623000E+5	-1.03115000E+5	2.50000000E+1	5.14300000E+3	6.04900000E+0	6.04600000E+0	4.13496527E+0	7.94511490E+2	8.50223177E+2
9.55125000E+3	8.38422322E+1	-1.35771000E+5	-1.04266000E+5	4.70000000E+1	5.28700000E+3	6.05100000E+0	6.04800000E+0	7.77116402E+0	8.23334986E+2	8.73739878E+2
9.55150000E+3	8.38291192E+1	-1.36917000E+5	-1.05415000E+5	4.00000000E+1	5.28800000E+3	6.05000000E+0	6.04600000E+0	6.61594443E+0	8.20826446E+2	8.74049587E+2
9.55175000E+3	8.38160331E+1	-1.38060000E+5	-1.06562000E+5	3.60000000E+1	5.39800000E+3	6.05000000E+0	6.04700000E+0	5.95336531E+0	8.38347107E+2	8.92231405E+2
9.55200000E+3	8.38029737E+1	-1.39201000E+5	-1.07706000E+5	3.00000000E+1	5.32300000E+3	6.05000000E+0	6.04600000E+0	4.96195832E+0	8.31570248E+2	8.79834711E+2
9.55225000E+3	8.37899407E+1	-1.40340000E+5	-1.08848000E+5	2.90000000E+1	5.48000000E+3	6.04900000E+0	6.04600000E+0	4.79655971E+0	8.56009258E+2	9.05934865E+2
9.55250000E+3	8.37769342E+1	-1.41476000E+5	-1.09987000E+5	3.70000000E+1	5.45000000E+3	6.04900000E+0	6.04500000E+0	6.12076096E+0	8.43610514E+2	9.00975368E+2
9.55275000E+3	8.37639539E+1	-1.42609000E+5	-1.11124000E+5	3.90000000E+1	5.58200000E+3	6.05000000E+0	6.04700000E+0	6.44947908E+0	8.64297521E+2	9.22644628E+2
9.55300000E+3	8.37509996E+1	-1.43741000E+5	-1.12259000E+5	4.10000000E+1	5.62900000E+3	6.05100000E+0	6.04800000E+0	6.77910053E+0	8.78367212E+2	9.30259461E+2
9.55325000E+3	8.37380712E+1	-1.44869000E+5	-1.13391000E+5	5.20000000E+1	5.68800000E+3	6.05100000E+0	6.04800000E+0	8.59788360E+0	8.82994546E+2	9.40009916E+2
9.55350000E+3	8.37251686E+1	-1.45996000E+5	-1.14521000E+5	3.10000000E+1	5.72900000E+3	6.04900000E+0	6.04600000E+0	5.12735693E+0	8.88576624E+2	9.47098694E+2
9.55375000E+3	8.37122916E+1	-1.47120000E+5	-1.15648000E+5	5.00000000E+1	5.57500000E+3	6.04900000E+0	6.04600000E+0	8.26993053E+0	8.63283187E+2	9.21639940E+2
9.55400000E+3	8.36994401E+1	-1.48242000E+5	-1.16773000E+5	4.30000000E+1	5.75300000E+3	6.04900000E+0	6.04500000E+0	7.11331679E+0	8.95519921E+2	9.51066292E+2
9.55425000E+3	8.36866138E+1	-1.49361000E+5	-1.17896000E+5	3.90000000E+1	5.78000000E+3	6.04900000E+0	6.04500000E+0	6.45161290E+0	8.95354604E+2	9.55529840E+2
9.55450000E+3	8.36738128E+1	-1.50479000E+5	-1.19016000E+5	4.10000000E+1	5.70600000E+3	6.04900000E+0	6.04600000E+0	6.78134304E+0	8.84939659E+2	9.43296413E+2
9.55475000E+3	8.36610367E+1	-1.51594000E+5	-1.20134000E+5	3.50000000E+1	5.94100000E+3	6.05000000E+0	6.04700000E+0	5.78799405E+0	9.22975207E+2	9.81983471E+2
9.55500000E+3	8.36482855E+1	-1.52706000E+5	-1.21250000E+5	4.90000000E+1	5.71800000E+3	6.05000000E+0	6.04700000E+0	8.10319167E+0	8.91900826E+2	9.45123967E+2
9.55525000E+3	8.36355591E+1	-1.53816000E+5	-1.22364000E+5	3.70000000E+1	5.73300000E+3	6.05100000E+0	6.04700000E+0	6.11873656E+0	8.86465047E+2	9.47446703E+2
9.55550000E+3	8.36228572E+1	-1.54924000E+5	-1.23475000E+5	3.40000000E+1	5.50300000E+3	6.04900000E+0	6.04600000E+0	5.62355276E+0	8.56670524E+2	9.09737147E+2
9.55575000E+3	8.36101798E+1	-1.56030000E+5	-1.24584000E+5	3.60000000E+1	5.65600000E+3	6.04900000E+0	6.04600000E+0	5.95434998E+0	8.71714333E+2	9.35030584E+2
