0.1m ZnCl2 in capillary, redone for longer time
k beta - VTC XES
Pd X-ray tube.  At 35 kV and 2.8 mA.  Ge 555 optic. 
***************************
Energy_(eV)	theta_(deg)	source_(ustep)	detect_(ustep)	ROI_counts	total_counts	real_time	live_time	cnts_per_live	ICR_(cnts/sec)	OCR_(cnts/sec)
9.55000000E+3	8.39082055E+1	-1.30004000E+5	-9.84830000E+4	4.90000000E+1	5.24600000E+3	6.04900000E+0	6.04600000E+0	8.10453192E+0	8.20796826E+2	8.67250785E+2
9.55025000E+3	8.38949558E+1	-1.31163000E+5	-9.96450000E+4	3.80000000E+1	5.24600000E+3	6.04900000E+0	6.04600000E+0	6.28514720E+0	8.14845429E+2	8.67250785E+2
9.55050000E+3	8.38817338E+1	-1.32318000E+5	-1.00804000E+5	4.40000000E+1	5.33100000E+3	6.05000000E+0	6.04700000E+0	7.27633537E+0	8.33388430E+2	8.81157025E+2
9.55075000E+3	8.38685393E+1	-1.33472000E+5	-1.01961000E+5	3.50000000E+1	5.06800000E+3	6.05000000E+0	6.04600000E+0	5.78895137E+0	7.88760331E+2	8.37685950E+2
9.55100000E+3	8.38553722E+1	-1.34623000E+5	-1.03115000E+5	4.10000000E+1	5.31000000E+3	6.05000000E+0	6.04700000E+0	6.78022160E+0	8.26115702E+2	8.77685950E+2
9.55125000E+3	8.38422322E+1	-1.35771000E+5	-1.04266000E+5	4.50000000E+1	5.29600000E+3	6.05100000E+0	6.04800000E+0	7.44047619E+0	8.25813915E+2	8.75227235E+2
9.55150000E+3	8.38291192E+1	-1.36917000E+5	-1.05415000E+5	3.30000000E+1	5.45600000E+3	6.05000000E+0	6.04700000E+0	5.45725153E+0	8.50578512E+2	9.01818182E+2
9.55175000E+3	8.38160331E+1	-1.38060000E+5	-1.06562000E+5	4.00000000E+1	5.32900000E+3	6.04900000E+0	6.04500000E+0	6.61703888E+0	8.28897338E+2	8.80972061E+2
9.55200000E+3	8.38029737E+1	-1.39201000E+5	-1.07706000E+5	3.90000000E+1	5.49500000E+3	6.05100000E+0	6.04700000E+0	6.44947908E+0	8.52916873E+2	9.08114361E+2
9.55225000E+3	8.37899407E+1	-1.40340000E+5	-1.08848000E+5	3.10000000E+1	5.53700000E+3	6.04900000E+0	6.04600000E+0	5.12735693E+0	8.60803439E+2	9.15357910E+2
9.55250000E+3	8.37769342E+1	-1.41476000E+5	-1.09987000E+5	5.20000000E+1	5.47600000E+3	6.04900000E+0	6.04600000E+0	8.60072775E+0	8.47743429E+2	9.05273599E+2
9.55275000E+3	8.37639539E+1	-1.42609000E+5	-1.11124000E+5	3.70000000E+1	5.53700000E+3	6.05000000E+0	6.04600000E+0	6.11974859E+0	8.56694215E+2	9.15206612E+2
9.55300000E+3	8.37509996E+1	-1.43741000E+5	-1.12259000E+5	4.40000000E+1	5.47800000E+3	6.05100000E+0	6.04700000E+0	7.27633537E+0	8.49281111E+2	9.05304908E+2
9.55325000E+3	8.37380712E+1	-1.44869000E+5	-1.13391000E+5	3.50000000E+1	5.61900000E+3	6.05100000E+0	6.04800000E+0	5.78703704E+0	8.67625186E+2	9.28606842E+2
9.55350000E+3	8.37251686E+1	-1.45996000E+5	-1.14521000E+5	3.40000000E+1	5.74700000E+3	6.05000000E+0	6.04600000E+0	5.62355276E+0	8.90578512E+2	9.49917355E+2
9.55375000E+3	8.37122916E+1	-1.47120000E+5	-1.15648000E+5	3.80000000E+1	5.67500000E+3	6.04900000E+0	6.04600000E+0	6.28514720E+0	8.81302695E+2	9.38171599E+2
9.55400000E+3	8.36994401E+1	-1.48242000E+5	-1.16773000E+5	3.50000000E+1	5.76600000E+3	6.04900000E+0	6.04600000E+0	5.78895137E+0	8.91387006E+2	9.53215408E+2
