0.1m ZnCl2 in capillary, redone for longer time
k beta - VTC XES
Pd X-ray tube.  At 35 kV and 2.8 mA.  Ge 555 optic. 
***************************
Energy_(eV)	theta_(deg)	source_(ustep)	detect_(ustep)	ROI_counts	total_counts	real_time	live_time	cnts_per_live	ICR_(cnts/sec)	OCR_(cnts/sec)
9.55000000E+3	8.39082055E+1	-1.30004000E+5	-9.84830000E+4	2.90000000E+1	5.24900000E+3	6.05000000E+0	6.04700000E+0	4.79576650E+0	8.13388430E+2	8.67603306E+2
9.55025000E+3	8.38949558E+1	-1.31163000E+5	-9.96450000E+4	4.10000000E+1	5.34600000E+3	6.04900000E+0	6.04600000E+0	6.78134304E+0	8.32368987E+2	8.83782443E+2
9.55050000E+3	8.38817338E+1	-1.32318000E+5	-1.00804000E+5	3.90000000E+1	5.34400000E+3	6.05000000E+0	6.04700000E+0	6.44947908E+0	8.25123967E+2	8.83305785E+2
9.55075000E+3	8.38685393E+1	-1.33472000E+5	-1.01961000E+5	4.30000000E+1	5.29500000E+3	6.05000000E+0	6.04700000E+0	7.11096411E+0	8.19669421E+2	8.75206612E+2
9.55100000E+3	8.38553722E+1	-1.34623000E+5	-1.03115000E+5	3.50000000E+1	5.32500000E+3	6.04900000E+0	6.04600000E+0	5.78895137E+0	8.25591007E+2	8.80310795E+2
9.55125000E+3	8.38422322E+1	-1.35771000E+5	-1.04266000E+5	4.50000000E+1	5.38700000E+3	6.04900000E+0	6.04600000E+0	7.44293748E+0	8.36005951E+2	8.90560423E+2
9.55150000E+3	8.38291192E+1	-1.36917000E+5	-1.05415000E+5	3.10000000E+1	5.49500000E+3	6.05000000E+0	6.04700000E+0	5.12650901E+0	8.45619835E+2	9.08264463E+2
9.55175000E+3	8.38160331E+1	-1.38060000E+5	-1.06562000E+5	3.40000000E+1	5.50600000E+3	6.04900000E+0	6.04600000E+0	5.62355276E+0	8.53364192E+2	9.10233096E+2
9.55200000E+3	8.38029737E+1	-1.39201000E+5	-1.07706000E+5	4.60000000E+1	5.53400000E+3	6.04900000E+0	6.04600000E+0	7.60833609E+0	8.59976856E+2	9.14861961E+2
9.55225000E+3	8.37899407E+1	-1.40340000E+5	-1.08848000E+5	3.00000000E+1	5.42400000E+3	6.04900000E+0	6.04600000E+0	4.96195832E+0	8.43279881E+2	8.96677137E+2
9.55250000E+3	8.37769342E+1	-1.41476000E+5	-1.09987000E+5	4.20000000E+1	5.47300000E+3	6.04900000E+0	6.04600000E+0	6.94674165E+0	8.44933047E+2	9.04777649E+2
9.55275000E+3	8.37639539E+1	-1.42609000E+5	-1.11124000E+5	3.70000000E+1	5.56800000E+3	6.04900000E+0	6.04600000E+0	6.11974859E+0	8.70722433E+2	9.20482724E+2
9.55300000E+3	8.37509996E+1	-1.43741000E+5	-1.12259000E+5	5.40000000E+1	5.67500000E+3	6.04900000E+0	6.04600000E+0	8.93152498E+0	8.81963961E+2	9.38171599E+2
9.55325000E+3	8.37380712E+1	-1.44869000E+5	-1.13391000E+5	4.20000000E+1	5.68600000E+3	6.05000000E+0	6.04600000E+0	6.94674165E+0	8.78181818E+2	9.39834711E+2
9.55350000E+3	8.37251686E+1	-1.45996000E+5	-1.14521000E+5	5.50000000E+1	5.74400000E+3	6.04900000E+0	6.04600000E+0	9.09692359E+0	8.97669036E+2	9.49578443E+2
9.55375000E+3	8.37122916E+1	-1.47120000E+5	-1.15648000E+5	4.40000000E+1	5.77400000E+3	6.05000000E+0	6.04600000E+0	7.27753887E+0	8.88595041E+2	9.54380165E+2
9.55400000E+3	8.36994401E+1	-1.48242000E+5	-1.16773000E+5	5.30000000E+1	5.80700000E+3	6.05100000E+0	6.04700000E+0	8.76467670E+0	9.03652289E+2	9.59676087E+2
9.55425000E+3	8.36866138E+1	-1.49361000E+5	-1.17896000E+5	3.80000000E+1	5.82900000E+3	6.04900000E+0	6.04600000E+0	6.28514720E+0	9.01967267E+2	9.63630352E+2
9.55450000E+3	8.36738128E+1	-1.50479000E+5	-1.19016000E+5	4.20000000E+1	5.93600000E+3	6.04900000E+0	6.04500000E+0	6.94789082E+0	9.29740453E+2	9.81319226E+2
9.55475000E+3	8.36610367E+1	-1.51594000E+5	-1.20134000E+5	3.70000000E+1	5.74700000E+3	6.05000000E+0	6.04700000E+0	6.11873656E+0	8.90413223E+2	9.49917355E+2
9.55500000E+3	8.36482855E+1	-1.52706000E+5	-1.21250000E+5	3.70000000E+1	5.68900000E+3	6.05100000E+0	6.04800000E+0	6.11772487E+0	8.78201950E+2	9.40175178E+2
9.55525000E+3	8.36355591E+1	-1.53816000E+5	-1.22364000E+5	4.00000000E+1	5.72800000E+3	6.05000000E+0	6.04700000E+0	6.61485034E+0	8.92396694E+2	9.46776860E+2
9.55550000E+3	8.36228572E+1	-1.54924000E+5	-1.23475000E+5	3.10000000E+1	5.78900000E+3	6.05100000E+0	6.04700000E+0	5.12650901E+0	9.00842836E+2	9.56701372E+2
9.55575000E+3	8.36101798E+1	-1.56030000E+5	-1.24584000E+5	4.50000000E+1	5.70000000E+3	6.05200000E+0	6.04800000E+0	7.44047619E+0	8.89127561E+2	9.41837409E+2
9.55600000E+3	8.35975267E+1	-1.57134000E+5	-1.25691000E+5	5.30000000E+1	5.69500000E+3	6.05000000E+0	6.04600000E+0	8.76612636E+0	8.85289256E+2	9.41322314E+2
9.55625000E+3	8.35848978E+1	-1.58235000E+5	-1.26795000E+5	4.80000000E+1	5.88400000E+3	6.05100000E+0	6.04700000E+0	7.93782041E+0	9.17369030E+2	9.72401256E+2
9.55650000E+3	8.35722930E+1	-1.59334000E+5	-1.27898000E+5	4.10000000E+1	5.75000000E+3	6.05100000E+0	6.04700000E+0	6.78022160E+0	8.88943976E+2	9.50256156E+2
9.55675000E+3	8.35597120E+1	-1.60431000E+5	-1.28998000E+5	5.40000000E+1	5.85600000E+3	6.05000000E+0	6.04600000E+0	8.93152498E+0	9.10909091E+2	9.67933884E+2
