Legend:

1-P =,Bottom Process
1-A =,Bottom Ambient
2-P =,Top Process
2-A =,Top Ambient


Interval:,5,Seconds
DataPoint,LogDate,LogTime,1-P °C,1-A °C,2-P °C,2-A °C
0,1/26/2023,11:59:10 AM,23,20.1,23,19.8
1,1/26/2023,11:59:15 AM,23,20.1,23,19.8
2,1/26/2023,11:59:20 AM,23,20.1,24,19.8
3,1/26/2023,11:59:25 AM,23,20.1,23,19.8
4,1/26/2023,11:59:30 AM,23,20.1,23,19.8
5,1/26/2023,11:59:35 AM,23,20.1,23,19.8
6,1/26/2023,11:59:40 AM,23,20.1,23,19.8
7,1/26/2023,11:59:45 AM,23,20.1,23,19.8
8,1/26/2023,11:59:50 AM,23,20.1,23,19.8
9,1/26/2023,11:59:55 AM,23,20.1,24,19.8
10,1/26/2023,12:00:00 PM,23,20.0,24,19.8
11,1/26/2023,12:00:05 PM,23,20.0,25,19.8
12,1/26/2023,12:00:10 PM,24,20.0,27,19.8
13,1/26/2023,12:00:15 PM,24,20.0,27,19.8
14,1/26/2023,12:00:20 PM,25,20.0,28,19.8
15,1/26/2023,12:00:25 PM,27,19.9,28,19.8
16,1/26/2023,12:00:30 PM,28,19.9,30,19.8
17,1/26/2023,12:00:35 PM,28,19.9,30,19.8
18,1/26/2023,12:00:40 PM,29,19.9,30,19.8
19,1/26/2023,12:00:45 PM,29,19.9,31,19.8
20,1/26/2023,12:00:50 PM,30,19.9,31,19.8
21,1/26/2023,12:00:55 PM,30,19.9,32,19.8
22,1/26/2023,12:01:00 PM,31,19.9,32,19.8
23,1/26/2023,12:01:05 PM,31,19.9,33,19.8
24,1/26/2023,12:01:10 PM,32,19.9,33,19.8
25,1/26/2023,12:01:15 PM,32,19.9,34,19.8
26,1/26/2023,12:01:20 PM,33,19.9,36,19.8
27,1/26/2023,12:01:25 PM,34,19.9,36,19.8
28,1/26/2023,12:01:30 PM,36,19.9,37,19.8
29,1/26/2023,12:01:35 PM,36,19.9,37,19.8
30,1/26/2023,12:01:40 PM,36,19.9,39,19.8
31,1/26/2023,12:01:45 PM,37,19.9,40,19.8
32,1/26/2023,12:01:50 PM,40,19.9,42,19.8
