Legend:

1-P =,Bottom Process
1-A =,Bottom Ambient
2-P =,Top Process
2-A =,Top Ambient


Interval:,5,Seconds
DataPoint,LogDate,LogTime,1-P °C,1-A °C,2-P °C,2-A °C
0,3/29/2023,6:58:55 AM,24,21.8,23,21.4
1,3/29/2023,6:59:00 AM,23,21.8,23,21.4
2,3/29/2023,6:59:05 AM,24,21.8,23,21.4
3,3/29/2023,6:59:10 AM,23,21.8,23,21.4
4,3/29/2023,6:59:15 AM,24,21.8,23,21.4
5,3/29/2023,6:59:20 AM,24,21.8,23,21.4
6,3/29/2023,6:59:25 AM,24,21.8,23,21.4
7,3/29/2023,6:59:30 AM,23,21.8,23,21.4
8,3/29/2023,6:59:35 AM,23,21.8,16,21.4
9,3/29/2023,6:59:40 AM,23,21.8,22,21.4
10,3/29/2023,6:59:45 AM,23,21.8,22,21.4
11,3/29/2023,6:59:50 AM,23,21.8,22,21.4
12,3/29/2023,6:59:55 AM,23,21.8,23,21.5
13,3/29/2023,7:00:00 AM,23,21.8,23,21.5
14,3/29/2023,7:00:05 AM,23,21.8,22,21.5
15,3/29/2023,7:00:10 AM,23,21.8,22,21.5
16,3/29/2023,7:00:15 AM,23,21.8,22,21.5
17,3/29/2023,7:00:20 AM,23,21.8,23,21.5
18,3/29/2023,7:00:25 AM,23,21.8,23,21.5
19,3/29/2023,7:00:30 AM,23,21.8,24,21.5
20,3/29/2023,7:00:35 AM,23,21.8,22,21.5
21,3/29/2023,7:00:40 AM,23,21.8,22,21.5
22,3/29/2023,7:00:45 AM,23,21.8,22,21.5
23,3/29/2023,7:00:50 AM,23,21.8,22,21.5
24,3/29/2023,7:00:55 AM,23,21.8,22,21.5
25,3/29/2023,7:01:00 AM,23,21.8,22,21.6
26,3/29/2023,7:01:05 AM,23,21.8,22,21.6
27,3/29/2023,7:01:10 AM,23,21.8,23,21.6
28,3/29/2023,7:01:15 AM,24,21.8,23,21.6
29,3/29/2023,7:01:20 AM,24,21.8,23,21.6
30,3/29/2023,7:01:25 AM,24,21.9,23,21.6
31,3/29/2023,7:01:30 AM,25,21.9,24,21.6
32,3/29/2023,7:01:35 AM,25,21.9,24,21.6
33,3/29/2023,7:01:40 AM,25,21.9,24,21.6
34,3/29/2023,7:01:45 AM,26,21.9,25,21.6
35,3/29/2023,7:01:50 AM,26,21.9,25,21.6
36,3/29/2023,7:01:55 AM,27,21.9,25,21.6
37,3/29/2023,7:02:00 AM,27,21.9,25,21.6
38,3/29/2023,7:02:05 AM,28,21.9,26,21.6
39,3/29/2023,7:02:10 AM,28,21.9,26,21.6
40,3/29/2023,7:02:15 AM,28,21.9,26,21.6
41,3/29/2023,7:02:20 AM,29,21.9,27,21.6
42,3/29/2023,7:02:25 AM,30,22.0,27,21.6
43,3/29/2023,7:02:30 AM,30,22.0,27,21.7
44,3/29/2023,7:02:35 AM,30,22.0,27,21.7
45,3/29/2023,7:02:40 AM,31,22.0,27,21.7
46,3/29/2023,7:02:45 AM,31,22.0,28,21.7
47,3/29/2023,7:02:50 AM,31,22.1,30,21.7
48,3/29/2023,7:02:55 AM,32,22.1,32,21.7
49,3/29/2023,7:03:00 AM,32,22.1,33,21.7
50,3/29/2023,7:03:05 AM,33,22.1,35,21.7
51,3/29/2023,7:03:10 AM,33,22.1,37,21.7
52,3/29/2023,7:03:15 AM,33,22.1,38,21.7
53,3/29/2023,7:03:20 AM,34,22.1,40,21.7
54,3/29/2023,7:03:25 AM,34,22.1,43,21.7
55,3/29/2023,7:03:30 AM,34,22.1,45,21.7
56,3/29/2023,7:03:35 AM,35,22.1,47,21.7
57,3/29/2023,7:03:40 AM,35,22.1,48,21.7
58,3/29/2023,7:03:45 AM,35,22.1,50,21.7
59,3/29/2023,7:03:50 AM,36,22.1,50,21.6
60,3/29/2023,7:03:55 AM,36,22.1,52,21.6
61,3/29/2023,7:04:00 AM,37,22.1,55,21.6
62,3/29/2023,7:04:05 AM,37,22.1,55,21.6
63,3/29/2023,7:04:10 AM,37,22.1,55,21.6
64,3/29/2023,7:04:15 AM,38,22.1,56,21.6
65,3/29/2023,7:04:20 AM,38,22.1,58,21.6
66,3/29/2023,7:04:25 AM,38,22.1,58,21.6
67,3/29/2023,7:04:30 AM,39,22.1,60,21.6
68,3/29/2023,7:04:35 AM,39,22.1,60,21.6
69,3/29/2023,7:04:40 AM,39,22.1,61,21.6
70,3/29/2023,7:04:45 AM,40,22.1,63,21.6
71,3/29/2023,7:04:50 AM,40,22.1,63,21.6
72,3/29/2023,7:04:55 AM,40,22.2,64,21.6
73,3/29/2023,7:05:00 AM,41,22.2,64,21.6
74,3/29/2023,7:05:05 AM,41,22.2,65,21.6
75,3/29/2023,7:05:10 AM,41,22.2,66,21.6
76,3/29/2023,7:05:15 AM,41,22.2,66,21.6
77,3/29/2023,7:05:20 AM,42,22.2,68,21.6
78,3/29/2023,7:05:25 AM,42,22.2,68,21.6
79,3/29/2023,7:05:30 AM,43,22.2,68,21.6
80,3/29/2023,7:05:35 AM,43,22.2,69,21.6
81,3/29/2023,7:05:40 AM,43,22.2,69,21.6
82,3/29/2023,7:05:45 AM,43,22.2,70,21.6
83,3/29/2023,7:05:50 AM,44,22.2,72,21.6
84,3/29/2023,7:05:55 AM,44,22.2,72,21.6
85,3/29/2023,7:06:00 AM,44,22.2,72,21.6
86,3/29/2023,7:06:05 AM,45,22.2,73,21.6
87,3/29/2023,7:06:10 AM,45,22.2,73,21.5
88,3/29/2023,7:06:15 AM,45,22.2,73,21.5
89,3/29/2023,7:06:20 AM,45,22.2,73,21.5
90,3/29/2023,7:06:25 AM,46,22.2,74,21.5
91,3/29/2023,7:06:30 AM,46,22.2,74,21.5
92,3/29/2023,7:06:35 AM,47,22.2,74,21.4
93,3/29/2023,7:06:40 AM,47,22.2,75,21.4
94,3/29/2023,7:06:45 AM,47,22.2,75,21.4
95,3/29/2023,7:06:50 AM,47,22.2,75,21.4
96,3/29/2023,7:06:55 AM,48,22.2,76,21.4
97,3/29/2023,7:07:00 AM,48,22.2,76,21.4
98,3/29/2023,7:07:05 AM,48,22.2,76,21.4
99,3/29/2023,7:07:10 AM,49,22.2,76,21.4
100,3/29/2023,7:07:15 AM,49,22.2,76,21.4
101,3/29/2023,7:07:20 AM,49,22.2,77,21.4
102,3/29/2023,7:07:25 AM,49,22.2,76,21.4
103,3/29/2023,7:07:30 AM,50,22.2,77,21.4
104,3/29/2023,7:07:35 AM,50,22.2,77,21.4
105,3/29/2023,7:07:40 AM,50,22.2,77,21.4
106,3/29/2023,7:07:45 AM,51,22.2,77,21.4
107,3/29/2023,7:07:50 AM,51,22.2,77,21.4
108,3/29/2023,7:07:55 AM,51,22.2,78,21.4
109,3/29/2023,7:08:00 AM,51,22.2,78,21.4
110,3/29/2023,7:08:05 AM,52,22.2,78,21.4
111,3/29/2023,7:08:10 AM,52,22.2,78,21.4
112,3/29/2023,7:08:15 AM,52,22.2,79,21.4
113,3/29/2023,7:08:20 AM,53,22.2,79,21.4
114,3/29/2023,7:08:25 AM,53,22.2,79,21.4
115,3/29/2023,7:08:30 AM,53,22.2,79,21.4
116,3/29/2023,7:08:35 AM,53,22.2,79,21.4
117,3/29/2023,7:08:40 AM,54,22.2,80,21.4
118,3/29/2023,7:08:45 AM,54,22.2,80,21.4
119,3/29/2023,7:08:50 AM,54,22.2,80,21.4
120,3/29/2023,7:08:55 AM,55,22.2,81,21.4
121,3/29/2023,7:09:00 AM,55,22.2,81,21.3
122,3/29/2023,7:09:05 AM,55,22.2,81,21.3
123,3/29/2023,7:09:10 AM,56,22.2,81,21.3
124,3/29/2023,7:09:15 AM,56,22.2,81,21.3
125,3/29/2023,7:09:20 AM,56,22.2,81,21.3
126,3/29/2023,7:09:25 AM,56,22.2,81,21.3
127,3/29/2023,7:09:30 AM,57,22.2,81,21.3
128,3/29/2023,7:09:35 AM,57,22.2,82,21.3
129,3/29/2023,7:09:40 AM,57,22.2,82,21.3
130,3/29/2023,7:09:45 AM,58,22.2,82,21.3
131,3/29/2023,7:09:50 AM,58,22.2,82,21.3
132,3/29/2023,7:09:55 AM,58,22.2,82,21.3
133,3/29/2023,7:10:00 AM,58,22.2,82,21.3
134,3/29/2023,7:10:05 AM,59,22.2,82,21.3
135,3/29/2023,7:10:10 AM,59,22.2,83,21.3
136,3/29/2023,7:10:15 AM,59,22.2,83,21.3
