Energy_(eV)	Live_Counts
9550.0	0.0020408696187293822
9550.25	0.0022109420866698332
9550.5	0.0011905072755831584
9550.75	0.0020408696187293822
9551.0	0.0019558333847591565
9551.25	0.0018707971507889306
9551.5	0.0013609157748745264
9551.75	0.0018707971507889306
9552.0	0.0014456159774938351
9552.25	0.0019558333847591565
9552.5	0.0017007246794045123
9552.75	0.00246605078858051
9553.0	0.0019558333847591565
9553.25	0.002720487765298166
9553.5	0.0015306522114640609
9553.75	0.0027211594904911866
9554.0	0.002295978320640059
9554.25	0.003062060490884709
9554.5	0.0016156884454342866
9554.75	0.0025510870225507356
9555.0	0.0029762681924018633
9555.25	0.0025510870225507356
9555.5	0.0028055030082866058
9555.75	0.002296545366441548
9556.0	0.0027211594904911866
9556.25	0.0023810145546102842
9556.5	0.003316413128282766
9556.75	0.0034014493622529915
9557.0	0.0030613044263720895
9557.25	0.0034864855996671845
9557.5	0.0033172321967364507
9557.75	0.003911666769518313
9558.0	0.0025510870225507356
9558.25	0.0028061957244614128
9558.5	0.004421884180227602
9558.75	0.00425181169851128
9559.0	0.002975533490819518
9559.25	0.004593090725995161
9559.5	0.003825685917259947
9559.75	0.0034006097057617157
9560.0	0.004506920421085762
9560.25	0.00535596027727599
9560.5	0.005527355208064664
9560.75	0.005442318967206504
9561.0	0.0056974276897809855
9561.25	0.005017137797355376
9561.5	0.005357282760788018
9561.75	0.00637771754776692
9562.0	0.007228079887469176
9562.25	0.00867155476415704
9562.5	0.007314922282632149
9562.75	0.00867155476415704
9563.0	0.008843768326015529
9563.25	0.009186181486429997
9563.5	0.009349368788361824
9563.75	0.010711920588991656
9564.0	0.010544493039859715
9564.25	0.011993070257687092
9564.5	0.011567784081267523
9564.75	0.0118200365494131
9565.0	0.015051413426505802
9565.25	0.012670398889115355
9565.5	0.015136449667363962
9565.75	0.014881340944789481
9566.0	0.01641604652000236
9566.25	0.016837174346768475
9566.5	0.01835876050670562
9566.75	0.019393049754939353
9567.0	0.01751746420475441
9567.25	0.021599203455989046
9567.5	0.02534705629369268
9567.75	0.022364529554833135
9568.0	0.0268714499759189
9568.25	0.029082392031593025
9568.5	0.03129333412170683
9568.75	0.03461829513250149
9569.0	0.04005206613798484
9569.25	0.04543178441827832
9569.5	0.046514819892170246
9569.75	0.0536578636421003
9570.0	0.056195075467268006
9570.25	0.06515384258565074
9570.5	0.06675344356330808
9570.75	0.06974693355272363
9571.0	0.08137967588884211
9571.25	0.07984902382891261
9571.5	0.07791242787823785
9571.75	0.0890329372216798
9572.0	0.08760895275570753
9572.25	0.09677123424434088
9572.5	0.10081772383407167
9572.75	0.10708705989746535
9573.0	0.10479051458612727
9573.25	0.11494071295524026
9573.5	0.11097228536558408
9573.75	0.11448703946359695
9574.0	0.11094489170385748
9574.25	0.1134663525437589
9574.5	0.10861809010502406
9574.75	0.10374420558143395
9575.0	0.09728145182724852
9575.25	0.08899184724568501
9575.5	0.0822300382974237
9575.75	0.07212853590648342
9576.0	0.06539286391621556
9576.25	0.05824982016628552
9576.5	0.05083911505223332
9576.75	0.049065907117915065
9577.0	0.04472905904078693
9577.25	0.04082747334955482
9577.5	0.037935527019280865
9577.75	0.03750097925663678
9578.0	0.035809096137183014
9578.25	0.03316413128282766
9578.5	0.033002207503684614
9578.75	0.03112326167443018
9579.0	0.028912319584316382
9579.25	0.02458154115547365
9579.5	0.025680942672784
9579.75	0.0234700005826702
9580.0	0.021088986045279756
9580.25	0.01956316425305892
9580.5	0.01785320095869298
9580.75	0.018457420187480103
9581.0	0.014626232256654673
9581.25	0.016322926598676932
9581.5	0.011990108996689746
9581.75	0.014037910932786508
9582.0	0.010629529246278201
9582.25	0.011737898544947417
9582.5	0.010799601727994523
9582.75	0.010034275629150427
9583.0	0.010289384317285233
9583.25	0.010374420558143393
9583.5	0.007823333539036626
9583.75	0.010119311835568912
9584.0	0.009609094459299299
9584.25	0.007483188610043658
9584.5	0.007054523694888907
9584.75	0.006462753788625082
9585.0	0.004590823114487806
9585.25	0.006037572618773953
9585.5	0.005527355208064664
9585.75	0.006207645100490274
9586.0	0.0051872102790716966
9586.25	0.0047620291092205684
9586.5	0.0046769928683624085
9586.75	0.004336847939369441
9587.0	0.004421884180227602
9587.25	0.003655655417507198
9587.5	0.004081739251234634
9587.75	0.003657461124096237
9588.0	0.0030613044263720895
9588.25	0.0031471177261686227
9588.5	0.0028061957244614128
9588.75	0.0036565580813835057
9589.0	0.0031463406603423148
9589.25	0.002891231958431638
9589.5	0.00246605078858051
9589.75	0.0028068887815889997
9590.0	0.003232174961452537
9590.25	0.002720487765298166
9590.5	0.0024666598404533436
9590.75	0.001955350581846177
9591.0	0.0029762681924018633
9591.25	0.0018707971507889306
9591.5	0.0025510870225507356
9591.75	0.0017011447160101823
9592.0	0.0021259058526996075
9592.25	0.0017862019512940963
9592.5	0.0017853200958692977
9592.75	0.0018698737542283976
9593.0	0.002295978320640059
9593.25	0.002125381064379089
9593.5	0.0011054710416129327
9593.75	0.0020403658248346166
9594.0	0.0017862019512940963
9594.25	0.0008503623397022561
9594.5	0.001275858536146645
9594.75	0.001105198155405748
9595.0	0.0015306522114640609
9595.25	0.0021259058526996075
9595.5	0.0018707971507889306
9595.75	0.0013605797435236096
9596.0	0.0011905072755831584
9596.25	0.0009356295950109889
9596.5	0.0017848794918898414
9596.75	0.0013602438809270994
9597.0	0.0016152896098924185
9597.25	0.0012755435095533842
9597.5	0.0010204348076427072
9597.75	0.0010204348076427072
9598.0	0.0008501524264404289
9598.25	0.0012755435095533842
9598.5	0.0009353985736724816
9598.75	0.0010204348076427072
9599.0	0.0009353985736724816
9599.25	0.0010204348076427072
9599.5	0.0006804578857152795
9599.75	0.0010204348076427072
9600.0	0.0011054710416129327
9600.25	0.0008499426164976263
9600.5	0.0012755435095533842
9600.75	0.0009351676694288687
9601.0	0.0009353985736724816
9601.25	0.0006802898717618048
9601.5	0.0005954006504313655
9601.75	0.0007653261057320304
9602.0	0.0007651371834519893
9602.25	0.0008501524264404289
9602.5	0.0008503623397022561
9602.75	0.0005102174038213536
9603.0	0.0006804578857152795
9603.25	0.0012755435095533842
9603.5	0.0005952536377915792
9603.75	0.0005102174038213536
9604.0	0.00042518116985112807
9604.25	0.001275858536146645
9604.5	0.0007653261057320304
9604.75	0.0003402289432020365
9605.0	0.0009353985736724816
9605.25	0.0006802898717618048
9605.5	0.001105198155405748
9605.75	0.0009353985736724816
9606.0	0.0008503623397022561
9606.25	0.001190801300862731
9606.5	0.0011902133983941875
9606.75	0.0003401449362252992
9607.0	0.0003400609705761716
9607.25	0.001020686830294903
9607.5	0.0011054710416129327
9607.75	0.0011054710416129327
9608.0	0.0005102174038213536
9608.25	0.0006801219404635497
9608.5	0.00025517170757372574
9608.75	0.0010204348076427072
9609.0	0.0010204348076427072
9609.25	0.0006802898717618048
9609.5	0.0005102174038213536
9609.75	0.0006802898717618048
9610.0	0.0007653261057320304
9610.25	0.0007651371834519893
9610.5	0.0009353985736724816
9610.75	0.0011899196624078833
9611.0	0.0006802898717618048
9611.25	0.0005102174038213536
9611.5	0.0005952536377915792
9611.75	0.0001700724679404512
9612.0	0.0008505723597270749
9612.25	0.0007653261057320304
9612.5	0.0005951066974751101
9612.75	0.0008503623397022561
9613.0	0.0005102174038213536
9613.25	0.0005103434151474515
9613.5	0.0009353985736724816
