Energy_(eV)	counts
9548.836051083024	0.0017070544262771925
9549.083598219335	0.001515602143018525
9549.331150164055	0.0017179370788762151
9549.578706887152	0.0019517769676487598
9549.826268358906	0.0018881075409657813
9550.073834549888	0.0020687087745533657
9550.321405430988	0.0019730903335666242
9550.56898097337	0.002089990593136726
9550.8165611485	0.0017604245931173053
9551.064145928123	0.002004981517339337
9551.311735284273	0.0019200644366084705
9551.559329189258	0.0018772801848715144
9551.806927615662	0.0021647239440759445
9552.054530536334	0.002090311110831736
9552.3021379244	0.002196407576873504
9552.549749753241	0.0021961607109975295
9552.797365996505	0.002568944545426935
9553.044986628087	0.0023773976589508703
9553.29261162214	0.002282020989068188
9553.540240953065	0.00236664111984146
9553.787874595513	0.0026970138042912433
9554.035512524371	0.0026114976875014164
9554.283154714767	0.0022709674935368317
9554.530801142071	0.002547985921211598
9554.778451781878	0.0029200682587283457
9555.026106610017	0.0027821305671560845
9555.27376560255	0.0031013526076259404
9555.521428735745	0.003101250121776746
9555.76909598611	0.003122510908372814
9556.016767330364	0.00321797177300298
9556.264442745438	0.0031435194817802745
9556.512122208482	0.003143551079536731
9556.759805696853	0.0037606344737722993
9557.007493188112	0.0038453048597170618
9557.25518466003	0.004133589210175128
9557.50288009058	0.0037824339219579735
9557.750579457928	0.004324960121453698
9557.998282740444	0.004675983985068984
9558.245989916686	0.004302924237409802
9558.493700965411	0.005271796129076097
9558.741415865561	0.004974100206717516
9558.989134596266	0.005186705525723184
9559.236857136842	0.005378465405728498
9559.484583466787	0.005920421613071406
9559.732313565777	0.005899691291265604
9559.98004741367	0.0067831732628063565
9560.2277849905	0.006655206408771353
9560.475526276476	0.007378420400831442
9560.723271251969	0.007994899877990732
9560.971019897532	0.0078043693713614835
9561.218772193883	0.008144545085645306
9561.466528121897	0.009698091687890155
9561.714287662622	0.00983800805751866
9561.962050797265	0.01057009711036435
9562.20981750719	0.01085877043385873
9562.457587773926	0.011349723987978849
9562.70536157915	0.012104295646123036
9562.953138904699	0.012167697479629242
9563.200919732557	0.013881464263930195
9563.448704044866	0.014201322297594894
9563.696491823908	0.01486062771984283
9563.944283052117	0.015475877056522862
9564.192077712078	0.016328283345667518
9564.439875786506	0.01710453029332806
9564.687677258271	0.018316141071619937
9564.935482110375	0.01843463880808585
9565.183290325966	0.019499578265439858
9565.431101888325	0.022371463752548972
9565.678916780867	0.022777129269053155
9565.926734987144	0.02510648897038513
9566.174556490843	0.027980623181733673
9566.422381275777	0.029909192290147806
9566.670209325892	0.033151022810119
9566.918040625262	0.035385663767450254
9567.165875158085	0.04109430238915315
9567.413712908688	0.044458879806897444
9567.661553861524	0.04882466036563771
9567.909398001164	0.05365645732396721
9568.1572453123	0.05926039079797061
9568.405095779746	0.06449926899623311
9568.652949388435	0.07031593505511041
9568.90080612342	0.07419137980190268
9569.148665969862	0.07891674274292579
9569.396528913048	0.0822264704288839
9569.644394938368	0.08564626548627971
9569.89226403133	0.08754083287472043
9570.140136177555	0.09277364026998716
9570.38801136277	0.09556623399710754
9570.635889572812	0.10012609610384948
9570.883770793627	0.10362822714872827
9571.131655011262	0.10617616339517123
9571.379542211882	0.11050391636430514
9571.627432381742	0.1123894551204857
9571.87532550721	0.114420215088128
9572.12322157475	0.114895782181109
9572.371120570933	0.11058192222661697
9572.619022482422	0.1076853608482595
9572.86692729599	0.10100933885555073
9573.114834998496	0.0931847167385209
9573.362745576907	0.08709011527102728
9573.610659018277	0.07939876686243418
9573.858575309761	0.07352429544038629
9574.106494438607	0.0650976723674385
9574.35441639215	0.058932874665339
9574.602341157824	0.054317843099921714
9574.850268723158	0.04957159655004978
9575.098199075755	0.04614732074806273
9575.346132203327	0.043323916838134635
9575.594068093656	0.03979262660615168
9575.842006734632	0.038797432986087
9576.089948114211	0.03655000571131222
9576.33789222045	0.03367405936949281
9576.585839041481	0.032863625485222606
9576.833788565527	0.02954880272567943
9577.081740780892	0.02872557101741772
9577.329695675959	0.025350195493051727
9577.5776532392	0.024884031641575256
9577.825613459163	0.022224726521070017
9578.073576324474	0.0211287080155469
9578.321541823841	0.019093579317618577
9578.569509946055	0.018009002022700064
9578.817480679978	0.016954829931815442
9579.06545401455	0.015678661463570834
9579.31342993879	0.01493439229011964
9579.561408441792	0.013763809810905378
9579.809389512726	0.012869976005802398
9580.05737314083	0.01211448216032691
9580.30535931542	0.01242187046607137
9580.553348025885	0.010880993310081109
9580.801339261687	0.01045224594708401
9581.049333012355	0.00959239702877978
9581.297329267496	0.00960224994790294
9581.545328016779	0.008368679246022064
9581.793329249944	0.007773763444863782
9582.041332956805	0.007921067556987075
9582.289339127237	0.0074535320775869635
9582.537347751188	0.006857656893211406
9582.785358818672	0.00648543791651487
9583.033372319764	0.00596346317880228
9583.28138824461	0.006368148755447294
9583.52940658342	0.00533477763312537
9583.77742732647	0.005165415942590205
9584.025450464096	0.004463123651655165
9584.273475986693	0.004580213180579761
9584.52150388473	0.0040910544755607065
9584.769534148734	0.004090670872246781
9585.01756676929	0.004154416540368523
9585.265601737041	0.003494640694239068
9585.5136390427	0.0033777508362435693
9585.761678677038	0.003707319672390039
9586.009720630875	0.0034096499909942327
9586.257764895105	0.002771261134158525
9586.505811460667	0.0028031286252163347
9586.753860318559	0.002983890068306864
9587.00191145985	0.002771610544062869
9587.249964875651	0.002611621132937152
