Legend:

1-P =,Bottom Process
1-A =,Bottom Ambient
2-P =,Top Process
2-A =,Top Ambient


Interval:,5,Seconds
DataPoint,LogDate,LogTime,1-P °C,1-A °C,2-P °C,2-A °C
0,3/27/2023,7:17:05 PM,23,20.9,22,20.8
1,3/27/2023,7:17:10 PM,22,20.9,22,20.8
2,3/27/2023,7:17:15 PM,22,20.9,22,20.8
3,3/27/2023,7:17:20 PM,22,20.9,22,20.8
4,3/27/2023,7:17:25 PM,22,20.9,22,20.8
5,3/27/2023,7:17:30 PM,22,20.9,22,20.8
6,3/27/2023,7:17:35 PM,22,20.9,22,20.8
7,3/27/2023,7:17:40 PM,22,20.9,22,20.8
8,3/27/2023,7:17:45 PM,22,20.9,22,20.8
9,3/27/2023,7:17:50 PM,22,20.9,22,20.8
10,3/27/2023,7:17:55 PM,23,20.9,22,20.8
11,3/27/2023,7:18:00 PM,22,20.9,21,20.8
12,3/27/2023,7:18:05 PM,22,20.9,21,20.8
13,3/27/2023,7:18:10 PM,22,20.9,21,20.8
14,3/27/2023,7:18:15 PM,22,20.9,21,20.8
15,3/27/2023,7:18:20 PM,22,20.9,21,20.8
16,3/27/2023,7:18:25 PM,22,20.9,21,20.8
17,3/27/2023,7:18:30 PM,22,20.9,21,20.8
18,3/27/2023,7:18:35 PM,22,20.9,21,20.8
19,3/27/2023,7:18:40 PM,22,20.9,22,20.9
20,3/27/2023,7:18:45 PM,22,21.0,22,20.9
21,3/27/2023,7:18:50 PM,22,21.0,21,20.9
22,3/27/2023,7:18:55 PM,22,21.0,21,20.9
23,3/27/2023,7:19:00 PM,22,21.0,22,20.9
24,3/27/2023,7:19:05 PM,22,21.0,22,20.9
25,3/27/2023,7:19:10 PM,22,21.1,22,20.9
26,3/27/2023,7:19:15 PM,22,21.1,22,20.9
27,3/27/2023,7:19:20 PM,22,21.1,19,20.9
28,3/27/2023,7:19:25 PM,22,21.1,21,20.9
29,3/27/2023,7:19:30 PM,22,21.1,21,20.9
30,3/27/2023,7:19:35 PM,22,21.1,21,20.9
31,3/27/2023,7:19:40 PM,22,21.1,21,20.9
32,3/27/2023,7:19:45 PM,22,21.1,20,20.9
33,3/27/2023,7:19:50 PM,22,21.1,21,20.9
